JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456520.3563,8,,,Vis.,PLP,,73,84,1009VVX,,,,Z,,,,Z UMa,,STD,,,,
2456520.54,8,,,Vis.,ATI,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456520.6,7.9,,,Vis.,TPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456521.3,7.8,,,Vis.,SJQ,Z,86,,1834FR,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456521.3146,8.3,,,Vis.,DNO,,79,84,12496CM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456521.33,8.4,,,Vis.,BQ,BL,7.8,8.4,1072bjv,3in 23x,,,Z,,,,Z UMA,MCSE,STD,,,,
2456521.3576,8.2,,,Vis.,VFK,,80,84,3722WFU,108/440,,,Z,,,,Z UMA,BAV,STD,,,,
2456521.35764,8.2,,,Vis.,BBI,,79,84,10241AVG,,,,Z,,,,Z UMA,VVS,STD,,,,
2456521.37778,8.06,,,Vis.,CLAC,BU,7.9,8.4,12498CIH,Binoculars 20x100,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456521.395,8.6,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456521.423,8.5,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456521.51944,8.2,,,Vis.,KKAA,,79,84,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456522.31,8.7,,,Vis.,BQ,,8.7,,5621eq,3in 22x,,,Z,,,,Z UMA,MCSE,STD,,,,
2456522.4,7.9,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456522.5,8.1,,,Vis.,SHS,,84,79,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456522.52,8.2,,,Vis.,ILE,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456522.57569,7.8,,,Vis.,CKB,,79,84,120714,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456523.33,8.3,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456523.3465,8.5,,,Vis.,LCR,,83,"""86,87""",AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456523.356,8.6,,,Vis.,MZS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456523.3868,8.3,,,Vis.,BHS,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456524.32,8.5,,,Vis.,BQ,BU,8.4,9.7,5821eq,3in 23x,,,Z,,,,Z UMA,MCSE,STD,,,,
2456524.33,8.3,,,Vis.,ZGA,,0,,7536AAB,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456524.3889,8.2,,,Vis.,HGUA,,79,84,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456525.35556,8.1,,,Vis.,CPE,,79,84,2296fcr,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456525.43056,8.6,,,Vis.,AJV,,80,86,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456526.3292,7.9,,,Vis.,PLP,,73,84,1009VVX,,,,Z,,,,Z UMa,,STD,,,,
2456526.3847,8.3,,,Vis.,VFK,,80,84,3722WFU,108/440,,,Z,,,,Z UMA,BAV,STD,,,,
2456527.3639,8.3,,,Vis.,BHS,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456528.3132,8.3,,,Vis.,DNO,,79,84,12496CM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456528.3738,8.25,,,Vis.,DAT,,7.9,8.4,1285TLO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456528.41319,8.25,,,Vis.,KKAA,B,79,84,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456528.45833,8.4,,,Vis.,CGRA,,8.4,9.5,12202OK,wind,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456528.5,8.3,,,Vis.,BRJ,,79,84,8606GE,,,,Z,,,,Z UMa,,STD,,,,
2456528.59931,8.2,,,Vis.,MCPA,,84,79,11836CSP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456529.3327,8.4,,,Vis.,DNO,,79,84,12496CM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456529.3347,8.6,,,Vis.,LCR,,83,"""86,87""",AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456529.36458,8.23,,,Vis.,SJAT,,84,79,AAVSO chart 12/97,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456529.40625,8.2,,,Vis.,OJMA,B,7.9,8.4,11304IF, 	Moon ,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456529.6,8.5,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456529.60069,8.1,,,Vis.,PRV,,79,84,12038AKC,Canon 15x50IS binocs,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456530.3139,8.3,,,Vis.,DNO,,79,84,12496CM,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456530.3576,8.35,,,Vis.,DAT,,7.9,8.4,1285TLO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456530.4,8.6,,,Vis.,SYU,,84,87,10792AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2456530.4,8.3,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456530.4139,8.2,,,Vis.,GGU,,79,84,8287ACF,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2456530.5,8.3,,,Vis.,SHS,,79,84,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456531.3167,8.4,,,Vis.,DNO,,79,84,12496CM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456531.34,8.2,,,Vis.,HDH,,79,84,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456531.356,8.6,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456531.35972,8.3,,,Vis.,KKAA,B,79,84,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456531.367,8.5,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456531.38194,8.2,,,Vis.,BXT,,79,84,10399bvl,R120 f/5,,,Z,,,,Z UMA,NAS,STD,,,,
2456531.3826,8.2,,,Vis.,VFK,,80,84,3722WFU,108/440,,,Z,,,,Z UMA,BAV,STD,,,,
2456531.39028,8.4,,,Vis.,ONJ,,84N,79,10406IOG,,,,Z,,,,Z UMA,,STD,,,,
2456531.42222,8.2,,,Vis.,WJAA,B,79,84,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456532.31528,8.2,,,Vis.,RZM,,79,84,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456532.32,8.7,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456532.3236,8.3,,,Vis.,DNO,,79,84,12496CM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456532.393,8.5,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456532.43,8.4,,,Vis.,BLQ,,,,217.02,"""H, mean magnitude, magnification x28; R105""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456533.328,8.2,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456533.3465,8.1,,,Vis.,VDL,B,84,89,7451JZ,STRONG LIGHTPOLLUTION,,,Z,,,,Z UMA,VVS,STD,,,,
2456533.36319,8.3,,,Vis.,KKAA,B,79,84,11282BOQ,Light pollution,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456533.3687,8.3,,,Vis.,HGUA,,84,79,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456533.37847,8.4,,,Vis.,AJV,,80,86,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456533.4,8.5,,,Vis.,SYU,,84,87,10792AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2456534.3324,8.4,,,Vis.,DAT,,7.9,8.4,1285TLO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456534.37569,8.6,,,Vis.,KHL,,80,88,SB,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456534.385,8.1,,,Vis.,ASW,,,,217.02,B10x50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456534.3861,8.5,,,Vis.,HHU,,84,87,12498AHF,,,,Z,,,,Z UMA,VVS,STD,,,,
2456534.57569,8.3,,,Vis.,SLH,,7.9,8.4,12004 asu,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456535.304,8,,,Vis.,ATI,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456535.36,8.6,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456535.38542,8.2,,,Vis.,CLAC,U,7.9,8.4,12582DLP,Binoculars 20x100,,,Z,,,,Z UMA,,STD,,,,
2456535.479,8.2,,,Vis.,FSR,,,,217.01,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456535.5,8.1,,,Vis.,SHS,,84,79,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456535.57708,8.1,,,Vis.,CKB,,79,84,120714,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456536.3354,8.6,,,Vis.,LCR,,"""83,86""",87,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456536.35,8.4,,,Vis.,BHS,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456536.3646,8.3,,,Vis.,GGU,,79,84,8287ACF,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2456536.37292,8.3,,,Vis.,KKAA,BU,79,84,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456536.39236,8.3,,,Vis.,DROC,L,8.4,7.9,12570TL,8x40,,,Z,,,,Z UMA,VVS,STD,,,,
2456536.4535,8.3,,,Vis.,HGUA,,84,79,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456537.32639,8.3,,,Vis.,RZM,,79,84,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456537.68921,8.3,,,Vis.,KTJA,,79,84,11535dr,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456537.75417,8.4,,,Vis.,BBA,,8.4,8.4,6585AB,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456538.314,8.3,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456538.333,8.5,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456538.363,8.7,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456538.423,8.6,,,Vis.,MEAJ,,,,217.02,B20X60,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456538.499,8.5,,,Vis.,BARM,,,,217.02,B10x50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456539.28,8.4,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456539.3,8.6,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456539.3142,8.4,,,Vis.,DAT,,8.4,8.9,1285TLO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456539.354,8.7,,,Vis.,MTON,U,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456539.375,8.4,,,Vis.,MZS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456539.5,8.4,,,Vis.,BRJ,,79,84,8606GE,,,,Z,,,,Z UMa,,STD,,,,
2456539.6,8.7,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456539.63472,8.3,,,Vis.,MCPA,,84,79,11282CSP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456540.28,8.8,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456540.292,8.4,,,Vis.,JTP,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456540.31944,8.15,,,Vis.,SJAT,,84,79,AAVSO chart 12/97,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456540.3229,8.6,,,Vis.,LCR,,"""83,86""",87,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456540.3264,8.3,,,Vis.,VDL,,79,84,7451JZ,20X70,,,Z,,,,Z UMA,VVS,STD,,,,
2456540.3493,8.6,,,Vis.,BVE,,80,87,70924,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2456540.388,8.6,,,Vis.,BLQ,,,,217.02,"""mean magnitude, magnification x28; R105""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456540.391,8,,,Vis.,VNL,,73,84,1071AOTH,,,,Z,,,,Z UMA,VVS,STD,,,,
2456540.40278,8.4,,,Vis.,DVW,U,000-BBS-557,000-BBS-549,12642EGI,,,,Z,,,,Z UMA,VVS,STD,,,,
2456541.2875,8.4,,,Vis.,RZM,,79,84,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456541.292,8.3,,,Vis.,ATI,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456541.312,8.7,,,Vis.,ILE,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456541.3306,8.6,,,Vis.,GGU,,85,87,8287ACF,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2456541.34,8.5,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456541.3438,8.3,,,Vis.,VFK,,80,84,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456541.3444,8.3,,,Vis.,HHU,,79,84,12498AHF,,,,Z,,,,Z UMA,VVS,STD,,,,
2456541.35903,8.4,,,Vis.,KKAA,B,79,84,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456541.4,8.4,,,Vis.,SYU,,84,87,10792AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2456542.3,8.7,,,Vis.,HCS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456542.3021,8.55,,,Vis.,DAT,,8.4,8.9,1285TLO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456542.3125,8.22,,,Vis.,SJAT,,84,79,AAVSO chart 12/97,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456542.3299,8.4,,,Vis.,DNO,,79,84,12496CM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456542.3493,8.4,,,Vis.,ACO,,80,86,AAVSO,,,,Z,,,,Z UMA,BAA-VSS,STD,,,,
2456542.3507,8.6,,,Vis.,VFK,,85,86,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456542.39,8.8,,,Vis.,KTAA,,87,89,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456542.3903,8.4,,,Vis.,HGUA,,84,,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456542.39167,8.6,,,Vis.,WJAA,,86,,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456542.5,8.1,,,Vis.,SHS,,84,79,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456543.2,8.3,,,Vis.,KOS,,7.9,8.4,1115ewe,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456543.28,8.3,,,Vis.,HDH,,79,84,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456543.3,8.3,,,Vis.,EJO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456543.3,8.5,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456543.32222,8.4,,,Vis.,MMH,,79,87,11604KZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456543.434,8.8,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456543.625,8.5,,,Vis.,FSR,,,,217.01,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456543.66528,8.2,,,Vis.,MDEN,,8.2,8.4,11266HO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456544.28472,8.5,,,Vis.,RZM,,84,85,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456544.2925,8.55,,,Vis.,DAT,,8.4,8.9,1285TLO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456544.3,8.7,,,Vis.,SLY,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456544.34583,8.23,,,Vis.,SJAT,,84,79,AAVSO chart 12/97,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456544.66954,8.3,,,Vis.,KTJA,,79,84,11677GB,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456545.3188,8.6,,,Vis.,LCR,,"""83,86""",87,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456545.32,8.4,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456545.344,8.7,,,Vis.,MTON,,,,217.02,V; 11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456545.3924,8.5,,,Vis.,VFK,,85,86,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456545.40972,8.4,,,Vis.,AJV,,"""80,83""","""86,90""",AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456546.3076,8.6,,,Vis.,VFK,,85,86,3722WFU,108/440,,,Z,,,,Z UMA,BAV,STD,,,,
2456547.3,8.2,,,Vis.,HGYA,,79,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456547.34583,8.5,,,Vis.,KKAA,B,84,87,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456547.347,8.6,,,Vis.,MZS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456548.2938,8.5,,,Vis.,PLP,,84,90,1009VVX,,,,Z,,,,Z UMa,,STD,,,,
2456548.47083,8.5,,,Vis.,OJMA,,8.4,8.7,11304IF,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456549.34583,8.55,,,Vis.,KKAA,B,84,87,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456549.4,8.7,,,Vis.,SYU,,84,87,10792AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2456550.335,8.6,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456550.354,8.5,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456550.371,8.6,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456550.378,8.7,,,Vis.,BLQ,,,,217.02,"""M, mean magnitude, magnification x28; R105""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456550.5,8.8,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456551.641,8.7,,,Vis.,LCR,,"""86,87""",88,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456552.36111,8.6,,,Vis.,KKAA,B,84,87,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456552.38542,8.6,,,Vis.,BXT,B,84,89,10399bvl,R120 f/5,,,Z,,,,Z UMA,NAS,STD,,,,
2456553.3646,8.8,,,Vis.,VFK,,87,89,3722WFU,108/440,,,Z,,,,Z UMA,BAV,STD,,,,
2456553.5,8.3,,,Vis.,SHS,,84,79,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456553.90208,8.5,,,Vis.,SLH,,8.4,8.7,12004 asu,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456556.3,8.6,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456556.4021,8.8,,,Vis.,VDL,,85,89,7451JZ,20X70,,,Z,,,,Z UMA,VVS,STD,,,,
2456556.438,8.8,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456556.55633,8.46,0.029,,V,HPIA,,ENSEMBLE,84,12683GVB,,0,1.904,Z,,8.522,,Z UMA,AAVSO,STD,,,,
2456557.28,8.6,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456557.2882,8.7,,,Vis.,PLP,,84,90,1009VVX,,,,Z,,,,Z UMa,,STD,,,,
2456557.316,8.8,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456557.31944,8.5,,,Vis.,WJAA,BV,84,85,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456557.4,8.6,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456557.52854,8.482,0.006,,V,HPIA,,99_1,99,12683QKX,,0,1.999,Z,-9.463,-9.457,,Z UMA,AAVSO,STD,,,,
2456557.55,8.2,,,Vis.,CKB,,79,84,120714,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456557.55764,8.5,,,Vis.,MCPA,,84,86,11282CSP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456558.2861,8.8,,,Vis.,BHS,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456558.2965,8.7,,,Vis.,LCR,,"""86,87""",88,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456558.31,8.7,,,Vis.,BLQ,,,,217.02,magnification x28; R105,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456558.375,8.8,,,Vis.,VFK,,87,89,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456559.2858,8.7,,,Vis.,DAT,,8.4,8.9,1285TLO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456559.30556,8.6,,,Vis.,CLAC,B,8.4,8.7,12582DLP,,,,Z,,,,Z UMA,,STD,,,,
2456559.3111,8.6,,,Vis.,HGUA,,85,89,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456559.35417,8.7,,,Vis.,DVW,U,000-BBS-549,,12683BWH,,,,Z,,,,Z UMA,VVS,STD,,,,
2456560.29,8.3,,,Vis.,HDH,,79,84,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456560.4,8.4,,,Vis.,SYU,,84,87,10792AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2456560.40972,8.65,,,Vis.,KKAA,B,84,87,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456560.47292,8.61,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456560.5,8.8,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456561.25,8.6,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456561.32847,8.6,,,Vis.,BXT,,84,89,10399bvl, 	R120 f/5 ,,,Z,,,,Z UMa,NAS,STD,,,,
2456561.3625,8.2,,,Vis.,OJMA,,7.9,8.4,11304IF,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456562.3,8.9,,,Vis.,SLY,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456562.362,8.8,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456562.54375,8.6,,,Vis.,SHA,,8.4,8.7,12061MN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456563.2646,8.3,,,Vis.,DNO,,79,84,12694HK,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456563.3,8.5,,,Vis.,SYU,,84,87,10792AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2456563.30556,8.5,,,Vis.,KKAA,,84,87,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456563.3194,8.8,,,Vis.,VFK,,87,89,3722WFU,108/440,,,Z,,,,Z UMA,BAV,STD,,,,
2456563.3694,8.3,,,Vis.,HGUA,,84,79,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456563.5,8.5,,,Vis.,SHS,,84,89,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456563.53886,8.7,,,Vis.,GVD,,84,87,6090ACUD,,,,Z,,,,Z UMA,AVSOPLEIONE,STD,,,,
2456564.343,8.7,,,Vis.,BLQ,,,,217.02,"""mean magnitude, magnification x28; R105""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456565.2556,8.8,,,Vis.,VFK,,87,89,3722WFU,LEIPZIG 130/650,,,Z,,,,Z UMA,BAV,STD,,,,
2456565.279,8.5,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456565.2951,8.7,,,Vis.,LCR,,"""86,87""",88,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456565.3,8.7,,,Vis.,SYU,,84,87,10792AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2456565.3007,8.4,,,Vis.,DNO,,79,84,12694HK,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456565.3021,8.3,,,Vis.,HGUA,,84,79,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456565.3056,8.9,,,Vis.,BVE,,87,89,70924,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2456565.309,8.3,,,Vis.,GGU,,79,80,8287ACF,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2456565.30972,8.5,,,Vis.,RZM,,84,85,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456565.319,8.9,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456565.424,<8.7,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456566.417,8.9,,,Vis.,FSR,,,,217.01,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456566.56,8.342,0.003,,V,HPIA,,84,99,12703IGW,,0,,Z,-11.065,-9.582,,Z UMA,AAVSO,STD,,,,
2456567.2667,8.5,,,Vis.,BHS,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456567.2917,8.8,,,Vis.,VFK,,87,89,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456567.3,8.4,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456568.24583,8.5,,,Vis.,MMH,,84,87,11604KZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456568.3514,8.6,,,Vis.,HGUA,,85,89,5749GD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456568.4,8.7,,,Vis.,SHS,,84,89,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
