JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456800.4375,7.7,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456800.4723,7.9,,,Vis.,SLUC,,7.9,,11604BFE,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456800.6653,7.4,,,Vis.,CNT,,79,,13000cin,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456800.72222,8,,,Vis.,SHA,,7.3,8.4,12061MN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456801.3694,8,,,Vis.,ZGA,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456801.38,8,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456801.38542,8,,,Vis.,RZM,,79,84,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456801.40347,8,,,Vis.,CPE,,79,84,2296fcr,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456801.447,8.3,,,Vis.,BLQ,,,,217.02,x16; R105,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456801.45,8.1,,,Vis.,BQ,,7.8,8.4,13049ryo,3in 23x,,,Z,,,,Z UMA,MCSE,STD,,,,
2456801.45,7.9,,,Vis.,SBEA,,73,84,13109CIE,,,,Z,,,,Z UMA,BAV,STD,,,,
2456801.45208,7.7,,,Vis.,BBI,U,75,79,10241AVG,,,,Z,,,,Z UMA,VVS,STD,,,,
2456801.4764,7.6,,,Vis.,DPV,,7.59,7.69,DPV2002,,,,Z,,,,Z UMA,UAG,STD,,,,
2456801.552,8.3,,,Vis.,MTON,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456801.622,8.2,,,Vis.,SFS,,7.9,8.4,3541FOG,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456801.67361,7.9,,,Vis.,CWP,,7.9,8.4,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456801.6833,7.9,,,Vis.,KMA,,73,83,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456801.72361,8.05,,,Vis.,MDP,,84,7.9,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456801.73611,8.2,,,Vis.,CKB,,79,84,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456802.3,8.2,,,Vis.,KOS,,7.9,8.4,1115ewe,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456802.3611,7.7,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456802.427,7.9,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456802.431,7.7,,,Vis.,ILE,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456802.615,7.7,,,Vis.,MHH,,7.3,7.9,10837cvo,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456802.76597,7.7,,,Vis.,MDEN,,7.5,7.9,10651CDL,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456803.3521,8,,,Vis.,DNO,,79,84,13468LAY,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456803.3576,7.7,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456803.4375,7.8,,,Vis.,KKAA,BU,75,78,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456803.45069,8.1,,,Vis.,SPGA,B,79,84,13378FBR,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456803.5,7.7,,,Vis.,SHS,,73,79,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456803.631,8.3,,,Vis.,SFS,,7.9,8.4,3541fog,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456804.38,8,,,Vis.,BQ,UZ,7.8,8.4,13048byo,3in 23x,,,Z,,,,Z UMA,MCSE,STD,,,,
2456804.4375,8,,,Vis.,AJV,,"""72,80""","""83,86""",AAVSO STANDARD,,,,Z,,,,Z UMa,AASABADELL,STD,,,,
2456805.36,7.9,,,Vis.,BQ,,7.8,8.4,12703fmy,3in 23x,,,Z,,,,Z UMA,MCSE,STD,,,,
2456805.37,7.9,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456805.44097,7.7,,,Vis.,KKAA,U,75,78,11282BOQ,Clouds,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456806.34,7.6,,,Vis.,BQ,,7.3,7.8,13468emv,3in 23x,,,Z,,,,Z UMA,MCSE,STD,,,,
2456806.34,7.8,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456806.3569,8.2,,,Vis.,LCR,,80,"""83,86""",AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456806.4299,7.8,,,Vis.,HGUA,,79,73,13296EWB,,,,Z,,,,Z UMA,SAAF,STD,,,,
2456806.44931,7.6,,,Vis.,KKAA,,75,78,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456806.76667,7.8,,,Vis.,BBA,,7.5,7.9,12694ANC,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456807.33,7.6,,,Vis.,BQ,,7.3,7.8,13468emw,3in 23x,,,Z,,,,Z UMA,MCSE,STD,,,,
2456807.4,7.7,,,Vis.,SYU,,73,79,10792AOL,,,,Z,,,,Z UMA,BAV,STD,,,,
2456807.6,7.9,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456807.666,7.85,,,Vis.,KMA,,73,83,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456807.66736,8,,,Vis.,PRV,U,79,84,12038AKC,Canon 15x50IS binocs,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456807.67361,8.18,,,Vis.,MDP,,79,84,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456808.4,8,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456808.4132,7.6,,,Vis.,VFK,,73,79,3722WFU,10X50,,,Z,,,,Z UMA,BAV,STD,,,,
2456808.453,8.1,,,Vis.,BLQ,,,,217.02,x16; R105,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456808.46181,7.663,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456808.497,8,,,Vis.,GVQ,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456808.55556,7.7,,,Vis.,CLAC,U,7.3,7.9,12582DLP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456808.69792,8.1,,,Vis.,DMPA,,79,84,13470EGU,,,,Z,,,,Z UMA,,STD,,,,
2456808.70486,8,,,Vis.,MRGA,,7.9,8.4,6936BCC,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456809.36111,8,,,Vis.,MJOE,,79,84,13281WD,,,,Z,,,,Z UMA,,STD,,,,
2456809.366,7.8,,,Vis.,DNO,,75,79,13468LAY,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456809.375,7.9,,,Vis.,BTAD,B,79,82,1038gdt,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456809.375,7.7,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456809.39792,7.8,,,Vis.,MMH,,75,79,2394gwp,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456809.462,8.3,,,Vis.,MTON,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456809.4634,7.8,,,Vis.,SDAB,BU,73,79,11364EZ,,,,Z,,,,Z UMA,,STD,,,,
2456809.491,7.7,,,Vis.,PRCA,U,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456809.498,8,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456809.5,7.6,,,Vis.,SHS,,73,79,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456809.635,7.5,,,Vis.,MHH,,7.3,7.9,10837cvo,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456809.66597,7.9,,,Vis.,CWP,,7.9,8.4,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456810.375,7.4,,,Vis.,PLP,,73,79,1009VVX,,,,Z,,,,Z UMa,,STD,,,,
2456810.375,7.7,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456810.3889,7.7,,,Vis.,DNO,,73,79,13468LAY,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456810.45625,7.5,,,Vis.,KKAA,,75,73,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456810.6,7.7,,,Vis.,BRJ,,75,79,8606GE,,,,Z,,,,Z UMa,,STD,,,,
2456811.375,7.6,,,Vis.,AJV,,72,80,AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456812.33,7.6,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456812.409,7.7,,,Vis.,VFK,,73,79,3722WFU,10X50,,,Z,,,,Z UMA,BAV,STD,,,,
2456812.4125,7.7,,,Vis.,RZM,,73,79,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456812.70972,7.55,,,Vis.,MDP,,75,79,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456813.36,7.7,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456813.3611,7.8,,,Vis.,DNO,,75,79,13468LAY,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456813.38,7.5,,,Vis.,HDH,,73,75,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456813.4,7.7,,,Vis.,BQ,U,7.5,8.4,13399cpk,3in 23x,,,Z,,,,Z UMA,MCSE,STD,,,,
2456813.4,7.9,,,Vis.,KOS,,7.3,8.4,1115ewe,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456813.438,7.3,,,Vis.,MZS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456813.57639,7.5,,,Vis.,STI,,72,79,SA51,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456813.6896,7.7,,,Vis.,KMA,,73,83,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456813.71528,7.9,,,Vis.,SHA,,7.3,8.4,12061MN,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456814.3,8.1,,,Vis.,HCS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456814.345,7.3,,,Vis.,MZS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456814.3806,7.6,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 10X50,,,Z,,,,Z UMA,BAV,STD,,,,
2456814.40486,7.5,,,Vis.,BBI,,75,78,10241AVG,,,,Z,,,,Z UMA,VVS,STD,,,,
2456814.43403,7.5,,,Vis.,COV,B,7.2,8,s,B,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456814.45139,7.45,,,Vis.,KKAA,,73,75,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456814.462,7.8,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456814.479,8.2,,,Vis.,MTON,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456814.60139,7.6,,,Vis.,CKB,,75,79,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456815.38,7.7,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456815.3889,7.6,,,Vis.,VFK,,73,79,3722WFU,RADEBEUL EXACTA 15-45X60,,,Z,,,,Z UMA,BAV,STD,,,,
2456815.77083,7.6,,,Vis.,ONJ,,75,79,10406IOM,,,,Z,,,,Z UMA,,STD,,,,
2456815.79,7.7,,,Vis.,SFS,,7.3,7.9,3541fog,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456816.37708,7.5,,,Vis.,RZM,,73,79,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456816.39236,7.6,,,Vis.,SSW,,75,79,1041c,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456816.43,7.5,,,Vis.,SBEA,,73,84,13109CIE,,,,Z,,,,Z UMA,BAV,STD,,,,
2456816.46,7.3,,,Vis.,BLQ,,,,217.02,"""M,x16; R105""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456816.46458,7.473,,,Vis.,LDS,,,,217.02,10 images per measurement; 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456817.3646,7.4,,,Vis.,PLP,,73,75,1009VWA,,,,Z,,,,Z UMa,,STD,,,,
2456817.37,7.4,,,Vis.,HDH,,73,75,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456817.3806,7.6,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456817.42222,7.6,,,Vis.,KHL,,75,79,12652BBP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456817.438,7.9,,,Vis.,MTON,B,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456817.44,7.4,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456817.5,7.4,,,Vis.,KKAA,B,73,75,11282BOQ,Bright sky,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456818.366,7.6,,,Vis.,DNO,,75,79,13476AMHF,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456818.38333,7.5,,,Vis.,RZM,,73,79,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456818.41,7.7,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456818.6,7.5,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456818.61944,7.4,,,Vis.,MDP,B,73,75,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456819.34,7.5,,,Vis.,KSZ,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456819.37544,7.37,0.04,,CV,FGIA,B,ensemble,000-BBS-503,6958ART,,0,1.15,Z,,8.21,,Z UMa,UAI,STD,,,,
2456819.4,7.2,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456819.61667,7.5,,,Vis.,CKB,,73,75,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456820.37569,7.5,,,Vis.,RZM,,73,79,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456820.487,7.4,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456820.7,7.4,,,Vis.,BBA,B,7.3,7.5,12694ANC,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456821.3951,7.6,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456821.425,7.3,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456822.3,7.7,,,Vis.,KOS,,7.3,7.9,1115ewe,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456822.34,7.6,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456823.3806,8,,,Vis.,LCR,,72,"""76,80""",AAVSO STANDARD,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2456823.38194,7.5,,,Vis.,RZM,,73,79,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456823.41,7.3,,,Vis.,HDH,,73,75,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456823.4139,7.5,,,Vis.,DNO,,75,79,13509YM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456823.44,7.4,,,Vis.,SBEA,,73,84,13109CIE,,,,Z,,,,Z UMA,BAV,STD,,,,
2456823.4861,7.6,,,Vis.,HGUA,,73,78,5749GD,,,,Z,,,,Z UMA,SAAF,STD,,,,
2456823.592,7.5,,,Vis.,MHH,,7.3,7.9,10837cvo,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456823.6153,7.5,,,Vis.,KMA,,73,83,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456823.65833,7.3,,,Vis.,CWP,,7.9,7.3,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456823.76319,7.23,,,Vis.,MDP,B,73,67,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456823.77153,7.6,,,Vis.,MDEN,,7.3,7.9,11266HO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456824.4,7.4,,,Vis.,GZN,,73,77,11282BZT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456824.4063,7.6,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456824.4076,7.5,,,Vis.,ADI,,73,79,11312D,,,,Z,,,,Z UMA,BAV,STD,,,,
2456824.5,7.4,,,Vis.,SYU,,73,75,10792AOI,,,,Z,,,,Z UMA,BAV,STD,,,,
2456824.576,6.9,,,Vis.,SFS,,6.5,7.2,3541FOG,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456824.6,7.6,,,Vis.,BRJ,,75,79,8606GE,,,,Z,,,,Z UMa,,STD,,,,
2456825.35069,7.2,,,Vis.,MJOE,U,63,73,13281WD,,,,Z,,,,Z UMA,,STD,,,,
2456825.444,7.6,,,Vis.,MTON,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456825.453,7.4,,,Vis.,TOO,,,,217.02,B7X50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456825.65,7.7,,,Vis.,MRGA,,7.9,8.4,6936BCC,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456826.38056,7.3,,,Vis.,RZM,,73,79,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456826.40972,7.4,,,Vis.,SSW,,73,75,1041c,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456826.42569,7.7,,,Vis.,COV,,8,8.6,b,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456826.42708,6.7,,,Vis.,SJAT,,73,63,AAVSO chart 12/97,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456826.63542,7,,,Vis.,SHA,,6.3,7.3,12061MN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456826.69634,7,,,Vis.,BLUA,,67,73,10255EF,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456827.38,7.4,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456827.38,6.7,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456827.3933,7.4,,,Vis.,DNO,,73,75,13476AMHF,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456827.44,7.3,,,Vis.,SBEA,,73,84,13109CIE,,,,Z,,,,Z UMA,BAV,STD,,,,
2456827.44653,7.2,,,Vis.,BBI,,73,75,10241AVG,,,,Z,,,,Z UMA,VVS,STD,,,,
2456828.375,7.2,,,Vis.,PLP,U,68,73,1009VWA,,,,Z,,,,Z UMa,,STD,,,,
2456828.39583,7.3,,,Vis.,AJV,,"""65,72""",80,AAVSO STANDARD,,,,Z,,,,Z UMa,AASABADELL,STD,,,,
2456828.509,7.3,,,Vis.,BLQ,,,,217.02,x16; R105,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456828.5514,7.1,,,Vis.,SDAB,B,68,73,11364EZ,,,,Z,,,,Z UMA,,STD,,,,
2456828.6,7.1,,,Vis.,MOW,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456828.6521,7.3,,,Vis.,KMA,,65,73,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456828.65347,6.9,,,Vis.,MDP,,73,67,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456828.68194,7.3,,,Vis.,CWP,,7.9,7.3,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456829.37339,6.95,0.04,,CV,FGIA,,ensemble,000-BBS-503,6958ART,,0,1.21,Z,,8.21,,Z UMA,UAI,STD,,,,
2456829.42222,7,,,Vis.,CPE,SZ,73,,2296fcr,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456829.452,7.6,,,Vis.,ILE,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456829.6306,6.6,,,Vis.,HKB,,65,72,12/97,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456830.34375,7.1,,,Vis.,MJOE,U,63,73,13281WD,,,,Z,,,,Z UMA,,STD,,,,
2456830.41597,7.2,,,Vis.,KHL,,73,75,12652BBP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456830.76181,7.2,,,Vis.,MDEN,,6.7,7.3,10651CDL,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456831.345,6.4,,,Vis.,ATI,,64,73,7031AET,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456831.37431,7,,,Vis.,RZM,,73,75,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456831.4583,7.1,,,Vis.,VFK,,58,73,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456831.503,7.7,,,Vis.,MTON,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456831.58,7,,,Vis.,SFS,,6.8,7.3,13494BOH,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456831.6,7,,,Vis.,BRJ,,64,73,8606GE,,,,Z,,,,Z UMa,,STD,,,,
2456831.66528,7.2,,,Vis.,CWP,,7.3,5.8,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456831.6882,6.8,,,Vis.,CNT,,58,79,13000cin,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456832.37,7,,,Vis.,HDH,,68,73,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456832.4,6.9,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2456832.41806,6.7,,,Vis.,SJAT,,73,63,AAVSO chart 12/97,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456832.462,7,,,Vis.,TOO,,,,217.02,B7X50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456832.60556,7.1,,,Vis.,CKB,,67,73,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456833.38125,7,,,Vis.,RZM,,73,75,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456833.41528,6.9,,,Vis.,COV,,6.5,7.2,b,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456834.42787,6.7,0.04,,CV,FGIA,,ensemble,000-BBS-503,6958ART,,0,1.48,Z,,8.2,,Z UMA,UAI,STD,,,,
2456834.6201,6.7,,,Vis.,HKB,,65,72,12/97,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456834.6208,6.7,,,Vis.,KMA,,65,73,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456835.35069,6.9,,,Vis.,MJOE,B,63,73,13281WD,,,,Z,,,,Z UMA,,STD,,,,
2456835.366,7.1,,,Vis.,DNO,,65,73,13476AMHF,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456835.3931,7,,,Vis.,VFK,,58,73,3722WFU,LEIPZIG 113/450,,,Z,,,,Z UMA,BAV,STD,,,,
2456835.602,7,,,Vis.,MHH,,5.8,7.3,10837cvo,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456835.68819,6.95,,,Vis.,MDP,,67,73,1275gnq,,,,Z,,,,Z UMA,RASC,STD,,,,
2456835.77083,7,,,Vis.,SHA,,6.3,7.3,12061MN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456836.3,6.9,,,Vis.,KOS,,6.4,7.3,1115ewe,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456836.37,7.2,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456836.375,6.9,,,Vis.,MZS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456836.38542,6.9,,,Vis.,RZM,,73,75,1038gdt,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456836.4,6.6,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456836.46806,6.6,,,Vis.,COV,,5.9,7.2,b,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456836.6,6.9,,,Vis.,SHS,,73,68,6900QQ,,,,Z,,,,Z UMa,AAVSO,STD,,,,
2456836.6,6.5,,,Vis.,BRJ,,64,73,8606GE,,,,Z,,,,Z UMa,,STD,,,,
2456836.6215,6.5,,,Vis.,KMA,,65,,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456836.66875,6.8,,,Vis.,CWP,,5.8,7.3,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456837.42,7,,,Vis.,KSZ,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456837.78264,7.1,,,Vis.,MDEN,,6.3,7.3,10651CDL,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456838.35,6.6,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2456838.42847,6.7,,,Vis.,HGUA,,64,73,5749GD,,,,Z,,,,Z UMA,SAAF,STD,,,,
2456838.465,6.7,,,Vis.,TOO,,,,217.02,B7X50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456838.504,6.8,,,Vis.,BLQ,,,,217.02,"""M,x16; B950""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456838.62153,6.5,,,Vis.,ONJ,,63,73,10406IOM,,,,Z,,,,Z UMA,,STD,,,,
2456838.6444,6.5,,,Vis.,KMA,,65,73,K,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456839.375,6.5,,,Vis.,PLP,U,64,68,1009VWA,,,,Z,,,,Z UMa,,STD,,,,
2456839.37571,6.67,0.02,,CV,FGIA,,ensemble,000-BBS-503,6958ART,,0,1.18,Z,,8.17,,Z UMA,UAI,STD,,,,
2456839.4,6.9,,,Vis.,BMAI,,67,73,13475EUD,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456839.413,7,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456839.41736,6.6,,,Vis.,BBI,,63,73,10241AVG,,,,Z,,,,Z UMA,VVS,STD,,,,
2456839.42917,6.8,,,Vis.,CPE,,63,73,13494AEE,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2456839.4368,7.3,,,Vis.,VNL,,73,98,1071AOTH,,,,Z,,,,Z UMA,VVS,STD,,,,
2456839.444,6.8,,,Vis.,ASW,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2456839.5069,6.5,,,Vis.,SDAB,B,63,68,11364EZ,,,,Z,,,,Z UMA,,STD,,,,
